test_name,flakyStatus,assertion-roulette,conditional-test-logic,eager-test,fire-and-forget,indirect-testing,mystery-guest,resource-optimism,test-run-war,numAsserts,numCoveredLines,ExecutionTime,projectSourceLinesCovered,projectSourceClassesCovered,hIndexModificationsPerCoveredLine_window5,hIndexModificationsPerCoveredLine_window10,hIndexModificationsPerCoveredLine_window25,hIndexModificationsPerCoveredLine_window50,hIndexModificationsPerCoveredLine_window75,hIndexModificationsPerCoveredLine_window100,hIndexModificationsPerCoveredLine_window500,hIndexModificationsPerCoveredLine_window10000,num_third_party_libs
org.assertj.core.api.charsequence.charsequenceassert_usingcustomcomparator_test.should_return_this,0,0,0,0,0,0,0,0,0,1,3,1.891,27,22,0,1,1,1,1,1,2,3,0
org.assertj.core.internal.classes.classes_assertisassignablefrom_test.should_pass_if_actual_is_assignable_from,0,0,0,0,0,1,0,0,0,0,5,1.312,37,22,0,0,0,1,1,1,3,3,0
org.assertj.core.api.map.mapassert_doesnotcontainkeys_test.should_have_internal_effects,0,0,0,0,0,0,0,0,0,0,1,0.045,18,11,0,1,1,1,1,1,2,2,0
org.assertj.core.api.filter.filter_with_property_not_equals_to_given_value_test.should_filter_iterable_elements_with_property_not_equals_to_given_value,0,1,0,0,0,1,0,0,0,4,13,0.54,54,29,0,1,1,1,1,1,2,2,0
org.assertj.core.internal.characters.characters_assertgreaterthan_test.should_fail_if_actual_is_less_than_other_according_to_custom_comparison_strategy,0,0,0,0,0,1,0,0,0,0,14,0.006,48,24,0,1,1,1,1,1,1,2,0
org.assertj.core.internal.longarrays.longarrays_assertissortedaccordingtocomparator_test.should_pass_if_actual_is_sorted_according_to_given_comparator,0,0,0,0,0,1,0,0,0,0,7,1.617,39,27,0,0,0,1,1,1,1,3,0
org.assertj.core.internal.booleanarrays.booleanarrays_assertendswith_test.should_fail_if_actual_is_null,0,0,0,0,0,1,0,0,0,0,9,0.04,36,20,0,1,1,1,1,1,1,2,1
org.assertj.core.util.introspection.methodsupport_methodresultfor_test.should_fail_meaningfully_if_method_does_not_return_value,0,0,0,0,0,1,0,0,0,0,5,0.09,8,6,0,0,0,0,0,1,2,2,0
org.assertj.core.api.assertions_assertthat_inbinary_test.should_assert_short_in_binary,0,0,0,0,0,1,0,0,0,1,3,0.003,39,27,0,1,1,1,1,1,2,2,0
org.assertj.core.internal.lists.lists_assertissorted_test.should_fail_if_actual_has_only_one_non_comparable_element,0,0,0,0,0,1,0,0,0,0,11,0.008,54,24,0,1,1,1,1,1,1,2,0
org.assertj.core.internal.chararrays.chararrays_assertdoesnotcontain_at_index_test.should_fail_if_actual_is_null,0,0,0,0,0,1,0,0,0,0,5,0.128,39,25,0,1,1,1,1,1,1,2,0
org.assertj.core.internal.doubles.doubles_assertlessthan_test.should_pass_if_actual_is_less_than_other_according_to_custom_comparison_strategy,0,0,0,0,0,1,0,0,0,0,6,0.009,18,14,0,1,1,1,1,1,1,2,0
org.assertj.core.api.doublearray.doublearrayassert_hassize_test.should_return_this,0,0,0,0,0,0,0,0,0,1,5,1.602,27,23,0,1,1,1,1,1,1,2,0
org.assertj.core.internal.bytearrays.bytearrays_assertcontainssequence_test.should_throw_error_if_sequence_is_null_whatever_custom_comparison_strategy_is,0,0,0,0,0,1,0,0,0,0,6,0,18,14,0,0,0,1,1,1,1,2,0
org.assertj.core.api.float_.floatassert_isgreaterthan_float_test.should_return_this,0,0,0,0,0,0,0,0,0,1,5,2.029,28,23,0,1,1,1,1,1,1,2,0
org.assertj.core.api.list.listassert_usingfieldbyfieldelementcomparator_test.should_return_this,0,0,0,0,0,0,0,0,0,1,3,1.9,29,25,0,1,1,1,1,1,1,2,0
org.assertj.core.internal.booleanarrays.booleanarrays_assertstartswith_test.should_fail_if_actual_does_not_start_with_sequence,0,0,0,0,0,1,0,0,0,0,8,0.001,50,24,0,1,1,1,1,1,1,2,1
org.assertj.core.error.shouldnotcontainstring_create_test.should_create_error_message,0,0,0,0,0,1,0,0,0,1,7,0.121,20,14,0,0,1,1,1,1,2,2,0
org.assertj.core.internal.objectarrays.objectarrays_assertcontainssubsequence_test.should_throw_error_if_subsequence_is_null_whatever_custom_comparison_strategy_is,0,0,0,0,0,1,0,0,0,0,1,0.023,20,15,0,0,0,1,1,1,1,3,0
org.assertj.core.internal.shortarrays.shortarrays_assertcontainsonlyonce_test.should_fail_if_actual_does_not_contain_given_values_only_according_to_custom_comparison_strategy,0,0,0,0,0,1,0,0,0,0,5,0.007,70,30,0,1,1,1,1,1,3,3,0
org.assertj.core.api.intarray.intarrayassert_usingdefaultcomparator_test.should_return_this,0,0,0,0,0,0,0,0,0,1,4,1.913,29,25,0,1,1,1,1,1,2,2,0
org.assertj.core.internal.conditions.conditions_asserthas_test.should_fail_if_condition_is_not_met,0,0,0,0,0,1,0,0,0,0,5,0.426,48,24,0,0,1,1,1,1,1,2,0
org.assertj.core.api.bigdecimal.bigdecimalassert_usingdefaultcomparator_test.should_have_internal_effects,0,0,0,0,0,0,0,0,0,0,1,0.014,27,20,0,1,1,1,1,1,2,3,0
org.assertj.core.internal.objectarrays.objectarrays_assertdoesnotcontainnull_test.should_pass_if_actual_does_not_contain_null,0,0,0,0,0,1,0,0,0,0,5,0,21,15,0,1,1,1,1,1,1,3,0
org.assertj.core.api.assertions_assertthat_inbinary_test.should_assert_signed_short_in_binary,0,0,0,0,0,1,0,0,0,1,3,0.644,48,34,0,1,1,1,1,1,2,2,0
org.assertj.core.internal.floatarrays.floatarrays_assertcontainsexactly_test.should_fail_if_array_of_values_to_look_for_is_empty_and_actual_is_not_whatever_custom_comparison_strategy_is,0,0,0,0,0,1,0,0,0,0,2,0.014,16,13,0,1,1,1,1,1,1,2,0
org.assertj.core.api.shortarray.shortarrayassert_usingdefaultelementcomparator_test.should_return_this,0,0,0,0,0,0,0,0,0,1,5,1.884,29,25,0,1,1,1,1,1,2,2,0
org.assertj.core.api.classes.classassert_isnotannotation_test.should_have_internal_effects,0,0,0,0,0,0,0,0,0,0,1,0.079,16,10,0,1,1,1,1,1,3,3,0
org.assertj.core.internal.standardcomparisonstrategy_isgreaterthan_test.should_fail_if_first_parameter_is_not_comparable,0,0,0,0,0,1,0,0,0,0,1,0.394,4,3,0,0,0,0,0,0,0,1,0
org.assertj.core.api.date.dateassert_isequalto_test.should_fail_because_date_string_representation_does_not_follow_expected_format,0,0,0,0,0,1,0,0,0,0,4,0.108,33,17,1,1,1,1,1,1,2,2,0
org.assertj.core.api.intarray.intarrayassert_contains_test.should_have_internal_effects,0,0,0,0,0,0,0,0,0,0,1,0.054,19,13,0,1,1,1,1,1,2,2,0
org.assertj.core.internal.objectarrays.objectarrays_assertempty_test.should_fail_if_actual_is_null,0,0,0,0,0,1,0,0,0,0,6,1.62,51,33,0,0,1,1,1,1,1,3,0
org.assertj.core.internal.lists.lists_asserthas_test.should_throw_error_if_index_is_null,0,0,0,0,0,1,0,0,1,0,5,0.009,18,14,0,1,1,1,1,1,1,2,0
org.assertj.core.internal.strings.strings_assertcontainssequence_test.should_fail_if_actual_contains_values_but_not_in_given_order,0,0,0,0,0,1,0,0,0,0,13,1.665,65,32,0,0,1,1,1,1,1,3,0
org.assertj.core.internal.doubles.doubles_assertisnotpositive_test.should_fail_since_actual_is_positive_according_to_custom_comparison_strategy,0,0,0,0,0,1,0,0,0,0,6,1.857,57,34,0,0,1,1,1,1,1,3,0
org.assertj.core.internal.dates.dates_assertistoday_test.should_fail_if_actual_is_null,0,0,0,0,0,1,0,0,0,0,5,0.11,36,24,0,1,1,1,1,1,1,2,0
org.assertj.core.api.bddassertions_then_test.should_delegate_to_assert_comparable,0,0,0,0,0,1,0,0,0,0,2,0.003,16,12,0,1,1,1,1,2,2,4,0
org.assertj.core.internal.shorts.shorts_assertisbetween_test.should_pass_if_actual_is_equal_to_range_end,0,0,0,0,0,1,0,0,0,0,4,0.006,18,13,0,1,1,1,1,1,1,2,0
org.assertj.core.internal.floats.floats_assertisnotpositive_test.should_succeed_since_actual_is_not_positive,0,0,0,0,0,1,0,0,0,0,6,0.014,18,14,0,1,1,1,1,1,1,2,0
org.assertj.core.internal.dates.dates_assertisequalwithprecision_test.should_fail_if_second_fields_differ,0,0,0,0,0,1,0,0,0,0,9,0.011,49,24,0,1,1,1,1,1,3,3,0
org.assertj.core.internal.inputstreams.binarydiff_diff_inputstream_test.should_return_diff_if_expected_is_shorter,0,1,0,0,0,0,0,0,1,3,3,0.006,9,3,0,0,0,0,0,0,0,2,0
org.assertj.core.internal.objects.objects_assertislenientequalstobyignoringfields_test.should_pass_when_fields_are_equal,0,0,0,0,0,1,0,0,0,0,6,0.009,26,20,0,1,1,1,1,1,1,2,0
org.assertj.core.internal.dates.dates_assertiswithindayofmonth_test.should_pass_if_actual_is_within_given_day_of_month_whatever_custom_comparison_strategy_is,0,0,0,0,0,1,0,0,0,0,5,0.001,13,12,0,1,1,1,1,1,1,2,0
org.assertj.core.internal.integers.integers_assertlessthan_test.should_fail_if_actual_is_greater_than_other_according_to_custom_comparison_strategy,0,0,0,0,0,1,0,0,0,0,9,0.002,51,26,0,1,1,1,1,1,1,2,1
org.assertj.core.internal.doubles.doubles_assertgreaterthan_test.should_fail_if_actual_is_null,0,0,0,0,0,1,0,0,0,0,8,0.081,41,25,0,1,1,1,1,1,1,2,0
org.assertj.core.internal.iterables.iterables_assertendswith_test.should_fail_if_actual_does_not_end_with_sequence_according_to_custom_comparison_strategy,0,0,0,0,0,1,0,0,0,0,15,0.023,64,29,0,1,1,1,1,1,2,2,0
org.assertj.core.internal.bigdecimals.bigdecimals_assertisnotnegative_test.should_succeed_since_actual_is_not_negative_according_to_custom_comparison_strategy,0,0,0,0,0,1,0,0,0,0,3,0.001,19,13,0,1,1,1,1,1,1,2,0
org.assertj.core.api.assertions_assertthat_with_longarray_test.should_pass_actual,0,1,0,0,0,1,0,0,0,2,4,0.526,29,19,0,1,1,1,1,1,2,2,0
org.assertj.core.internal.iterables.iterables_assertendswith_test.should_fail_if_sequence_to_look_for_is_empty_and_actual_is_not,0,0,0,0,0,1,0,0,0,0,5,0.006,18,14,0,1,1,1,1,1,2,2,0
org.assertj.core.internal.strings.strings_assertcontains_test.should_throw_error_if_sequence_is_null,0,0,0,0,0,1,0,0,0,0,3,0.002,14,11,0,1,1,1,1,1,2,2,0
org.assertj.core.api.longarray.longarrayassert_usingdefaultelementcomparator_test.should_return_this,0,0,0,0,0,0,0,0,0,1,4,1.907,28,25,0,1,1,1,1,1,2,2,0
org.assertj.core.internal.intarrays.intarrays_assertcontainsonly_test.should_pass_if_actual_contains_given_values_only_more_than_once,0,0,0,0,0,1,0,0,0,0,7,0.002,22,15,0,1,1,1,1,1,2,2,0
org.assertj.core.internal.shortarrays.shortarrays_assertissortedaccordingtocomparator_test.should_pass_if_actual_is_empty_whatever_given_comparator_is,0,0,0,0,0,1,0,0,0,0,3,0.005,18,16,0,1,1,1,1,1,1,2,0
org.assertj.core.internal.objects.objects_assertisnotinstanceofany_test.should_throw_error_if_array_of_types_has_null_elements,0,0,0,0,0,1,0,0,1,0,2,0.012,21,18,0,1,1,1,1,1,1,2,0
org.assertj.core.api.assertions_assertthat_with_iterator_test.should_initialise_actual,0,1,0,0,0,1,0,0,0,2,5,0,31,14,0,1,1,1,1,2,2,4,0
org.assertj.core.internal.maps.maps_assertcontainsvalues_test.should_pass_if_actual_contains_given_values,0,0,0,0,0,1,0,0,0,0,8,1.506,38,23,0,0,0,1,1,1,3,3,0
org.assertj.core.internal.floatarrays.floatarrays_assertstartswith_test.should_fail_if_actual_is_null_whatever_custom_comparison_strategy_is,0,0,0,0,0,1,0,0,0,0,11,0.009,39,24,0,1,1,1,1,1,1,2,0
org.assertj.core.api.short_.shortassert_ispositive_test.should_have_internal_effects,0,0,0,0,0,0,0,0,0,0,7,0.053,21,13,0,1,1,1,1,1,2,2,0
org.assertj.core.internal.doublearrays.doublearrays_assertcontains_at_index_test.should_fail_if_actual_is_empty_whatever_custom_comparison_strategy_is,0,0,0,0,0,1,0,0,0,0,8,1.998,51,33,0,0,1,1,1,1,1,3,0
org.assertj.core.internal.lists.lists_asserthas_test.should_fail_if_actual_is_empty,0,0,0,0,0,1,0,0,1,0,8,0.005,40,24,0,1,1,1,1,1,1,2,0
org.assertj.core.api.chararray.chararrayassert_containssequence_test.should_have_internal_effects,0,0,0,0,0,0,0,0,0,0,1,0.053,20,13,0,1,1,1,1,1,2,2,0
org.assertj.core.data.offset_offset_with_double_test.should_throw_error_if_value_is_null,0,0,0,0,0,1,0,0,0,0,2,0.086,5,3,0,0,0,0,0,0,0,2,0
org.assertj.core.internal.chararrays.chararrays_assertstartswith_test.should_pass_if_actual_starts_with_sequence,0,0,0,0,0,1,0,0,0,0,3,0.003,15,14,0,1,1,1,1,1,1,2,0
org.assertj.core.api.booleanarray.booleanarrayassert_containsonlyonce_test.should_have_internal_effects,0,0,0,0,0,0,0,0,0,0,2,0.055,20,13,0,1,1,1,1,1,3,3,0
org.assertj.core.api.assertions_assertthat_inunicode_test.should_assert_char_array_in_unicode_representation,0,0,0,0,0,1,0,0,0,1,1,0.769,63,33,0,1,1,1,1,2,2,2,0
org.assertj.core.internal.strings.strings_assertnullorempty_test.should_fail_if_actual_is_not_null_and_is_not_empty_whatever_custom_comparison_strategy_is,0,0,0,0,0,1,0,0,0,0,7,0.004,44,21,0,0,1,1,1,1,1,2,0
org.assertj.core.condition.allof_matches_test.should_match_if_all_condition_match,0,0,0,0,0,1,0,0,0,1,5,0.001,18,10,0,0,0,0,0,0,3,1,0
org.assertj.core.internal.intarrays.intarrays_assertcontains_test.should_pass_if_actual_contains_all_given_values_according_to_custom_comparison_strategy,0,0,0,0,0,1,0,0,0,0,2,0.011,17,13,0,1,1,1,1,1,1,3,0
org.assertj.core.internal.bytes.bytes_assertlessthan_test.should_fail_if_actual_is_greater_than_other,0,0,0,0,0,1,0,0,0,0,10,0.359,51,26,0,1,1,1,1,1,1,2,0
org.assertj.core.internal.dates.dates_assertisnotbetween_test.should_pass_if_actual_is_equals_to_start_of_given_period_and_start_is_not_included_in_given_period,0,0,0,0,0,1,0,0,0,0,9,0.005,20,14,0,1,1,1,1,1,1,2,0
org.assertj.core.api.bytearray.bytearrayassert_usingelementcomparator_test.should_have_internal_effects,0,0,0,0,0,0,0,0,0,0,1,0.015,23,17,0,1,1,1,1,1,2,2,0
org.assertj.core.internal.floats.floats_assertisstrictlybetween_test.should_fail_if_start_is_null,0,0,0,0,0,0,0,0,0,0,3,0,19,14,0,1,1,1,1,1,1,2,0
org.assertj.core.internal.shortarrays.shortarrays_assertcontainsonlyonce_test.should_fail_if_actual_contains_given_values_only_more_than_once,0,0,0,0,0,1,0,0,0,0,8,0.396,70,31,0,1,1,1,1,1,3,3,0
org.assertj.core.internal.doubles.doubles_assertisstrictlybetween_test.should_fail_if_start_is_null,0,0,0,0,0,0,0,0,0,0,3,0.018,21,14,0,1,1,1,1,1,1,2,0
org.assertj.core.internal.comparables.comparables_assertlessthanorequalto_test.should_fail_if_actual_is_null,0,0,0,0,0,1,0,0,0,0,2,0.104,35,23,0,1,1,1,1,1,1,2,0
org.assertj.core.internal.conditions.conditions_assertis_test.should_fail_if_condition_is_not_met,0,0,0,0,0,1,0,0,0,0,5,0.416,47,24,0,0,1,1,1,1,1,2,0
org.assertj.core.api.double_.doubleassert_isnotzero_test.should_have_internal_effects,0,0,0,0,0,0,0,0,0,0,3,0.032,23,13,0,1,1,1,1,1,1,2,0
org.assertj.core.error.elementsshouldnothave_create_test.should_create_error_message,0,0,0,0,0,1,0,0,0,1,4,0.15,30,18,0,0,1,1,1,1,2,2,0
org.assertj.core.internal.strings.strings_assertdoesnotmatch_pattern_test.should_pass_if_actual_is_null,0,0,0,0,0,1,0,0,0,0,6,1.28,33,19,0,0,0,1,1,1,1,3,0
org.assertj.core.internal.bytes.bytes_assertisnotpositive_test.should_fail_since_actual_can_be_positive_according_to_custom_comparison_strategy,0,0,0,0,0,1,0,0,0,0,9,0.011,42,25,0,1,1,1,1,1,1,2,0
org.assertj.core.api.date.dateassert_iswithinhourofday_test.should_return_this,0,0,0,0,0,0,0,0,0,1,1,1.729,32,19,1,1,1,1,1,1,3,2,0
org.assertj.core.internal.shorts.shorts_assertisnotzero_test.should_succeed_since_actual_is_zero_whatever_custom_comparison_strategy_is,0,0,0,0,0,1,0,0,0,0,7,1.563,41,25,0,0,0,1,1,1,1,3,0
org.assertj.core.internal.maps.maps_assertcontains_test.should_throw_error_if_array_of_entries_to_look_for_is_empty,0,0,0,0,0,1,0,0,0,0,1,0.043,12,9,0,1,1,1,1,1,2,2,0
org.assertj.core.api.bigdecimal.bigdecimalassert_isnotzero_test.should_have_internal_effects,0,0,0,0,0,0,0,0,0,0,5,0.064,22,14,0,1,1,1,1,1,0,2,0
org.assertj.core.internal.lists.lists_assertissortedaccordingtocomparator_test.should_fail_if_actual_is_null,0,0,0,0,0,1,0,0,1,0,5,0.07,37,22,0,1,1,1,1,1,1,2,0
org.assertj.core.api.assertions_assertthat_inbinary_test.should_assert_integer_in_binary,0,0,0,0,0,1,0,0,0,1,3,0.007,40,28,0,1,1,1,1,1,1,4,0
org.assertj.core.internal.bytes.bytes_assertisstrictlybetween_test.should_fail_if_actual_is_equal_to_range_start,0,0,0,0,0,1,0,0,0,0,10,0.01,53,26,0,1,1,1,1,1,1,2,0
org.assertj.core.api.objectarray.objectarrayassert_doesnothaveduplicates_test.should_have_internal_effects,0,0,0,0,0,0,0,0,0,0,1,0.049,17,11,0,1,1,1,1,1,1,2,0
org.assertj.core.internal.throwables.throwables_asserthascauseexactlyinstanceof_test.should_pass_if_cause_is_exactly_instance_of_expected_type,0,0,0,0,0,1,0,0,0,0,1,0.001,9,8,0,1,1,1,1,1,2,1,0
org.assertj.core.internal.longarrays.longarrays_assertcontains_at_index_test.should_fail_if_actual_is_null_whatever_custom_comparison_strategy_is,0,0,0,0,0,1,0,0,0,0,8,0.019,39,24,0,1,1,1,1,1,1,2,0
org.assertj.core.api.classes.classassert_hasannotation_test.should_have_internal_effects,0,0,0,0,0,0,0,0,0,0,1,0.054,17,10,0,1,1,1,1,1,3,3,0
org.assertj.core.internal.objectarrays.objectarrays_assertissorted_test.should_fail_if_actual_has_some_not_mutually_comparable_elements_according_to_custom_comparison_strategy,0,0,0,0,0,1,0,0,0,0,10,0.007,54,27,0,1,1,1,1,1,1,2,0
org.assertj.core.internal.longarrays.longarrays_assertcontains_test.should_pass_if_actual_contains_given_values_in_different_order_according_to_custom_comparison_strategy,0,0,0,0,0,1,0,0,0,0,4,0.012,17,13,0,1,1,1,1,1,1,3,0
org.assertj.core.internal.dates.dates_assertisinthepast_test.should_fail_if_actual_is_not_in_the_past,0,0,0,0,0,1,0,0,0,0,9,0.002,49,24,0,1,1,1,1,1,1,2,0
org.assertj.core.internal.iterables.iterables_asserthaveexactly_test.should_pass_if_satisfies_exactly_times_condition,0,0,0,0,0,1,0,0,0,0,10,1.785,55,32,0,0,0,1,1,1,3,3,1
org.assertj.core.internal.bytes.bytes_assertlessthan_test.should_fail_if_actual_is_greater_than_other_according_to_custom_comparison_strategy,0,0,0,0,0,1,0,0,0,0,10,0.003,51,26,0,1,1,1,1,1,1,2,0
org.assertj.core.internal.doublearrays.doublearrays_assertcontainssequence_test.should_fail_if_actual_is_null,0,0,0,0,0,1,0,0,0,0,11,0.014,39,24,0,1,1,1,1,1,1,2,0
org.assertj.core.condition.anyof_anyof_with_array_test.should_create_new_anyof_with_passed_conditions,0,1,0,0,0,1,0,0,0,2,6,0.119,23,14,0,0,0,1,1,1,3,2,0
org.assertj.core.api.filter.filter_with_property_not_equals_to_given_value_test.should_fail_if_elements_to_filter_do_not_have_property_used_by_filter,0,1,0,0,0,0,0,0,0,2,12,0.172,35,15,0,0,0,1,1,1,1,2,0
org.assertj.core.internal.strings.strings_assertcontainsignoringcase_test.should_pass_if_actual_contains_sequence,0,0,0,0,0,1,0,0,0,0,3,0.003,14,10,0,1,1,1,1,1,1,2,0
org.assertj.core.internal.booleanarrays.booleanarrays_assertnullorempty_test.should_pass_if_array_is_null,0,0,0,0,0,1,0,0,0,0,6,1.336,32,19,0,0,0,1,1,1,1,2,0
org.assertj.core.data.index_atindex_test.should_create_new_index,0,0,0,0,0,1,0,0,0,1,3,0.023,5,3,0,0,0,0,0,0,0,2,0
org.assertj.core.error.shouldbeexecutable_create_test.should_create_error_message_for_path,0,0,0,0,0,1,0,0,0,1,5,1.437,29,21,0,1,1,1,1,1,2,3,1
org.assertj.core.internal.intarrays.intarrays_assertdoesnotcontain_test.should_throw_error_if_array_of_values_to_look_for_is_null,0,0,0,0,0,1,0,0,0,0,7,0.001,17,14,0,0,0,1,1,1,1,2,0
org.assertj.core.api.abstract_.abstractassert_isnot_test.should_have_internal_effects,0,0,0,0,0,0,0,0,0,0,2,0.054,10,8,0,1,1,2,2,2,2,2,0
org.assertj.core.internal.objectarrays.objectarrays_assertcontainsall_test.should_fail_if_actual_does_not_contain_values_according_to_custom_comparison_strategy,0,0,0,0,0,1,0,0,0,0,8,0.017,68,29,0,1,1,1,1,1,1,3,0
org.assertj.core.api.charsequence.charsequenceassert_containsonlydigits_test.should_return_this,0,0,0,0,0,0,0,0,0,1,3,1.91,23,19,0,1,1,1,1,1,2,2,0
org.assertj.core.api.objectarray.objectarrayassert_haveatleastone_test.should_return_this,0,0,0,0,0,0,0,0,0,1,13,2.171,38,30,0,1,1,1,1,1,3,3,0
org.assertj.core.api.date.dateassert_iswithinyear_test.should_verify_assertion_with_int_arg,0,0,0,0,0,0,0,0,0,0,2,0.062,16,10,0,1,1,1,1,1,2,2,0
org.assertj.core.internal.shorts.shorts_assertispositive_test.should_succeed_since_actual_is_positive_according_to_custom_comparison_strategy,0,0,0,0,0,1,0,0,0,0,2,0.001,17,13,0,1,1,1,1,1,1,1,0
org.assertj.core.api.map.mapassert_containsvalue_test.should_have_internal_effects,0,0,0,0,0,0,0,0,0,0,1,0.076,17,10,0,1,1,1,1,1,2,2,0
org.assertj.core.internal.floatarrays.floatarrays_assertdoesnotcontain_test.should_pass_if_actual_does_not_contain_given_values_even_if_duplicated_according_to_custom_comparison_strategy,0,0,0,0,0,1,0,0,0,0,3,0.001,16,13,0,1,1,1,1,1,1,2,0
org.assertj.core.api.assertions_linesof_test.should_read_lines_of_file_with_utf8_charset,0,1,0,0,0,0,0,0,0,2,0,0.598,36,20,0,1,1,1,1,1,2,2,0
org.assertj.core.internal.dates.dates_assertiswithinyear_test.should_fail_if_actual_is_null_whatever_custom_comparison_strategy_is,0,0,0,0,0,1,0,0,0,0,5,0.002,36,23,0,1,1,1,1,1,1,2,0
org.assertj.core.internal.objectarrays.objectarrays_assertendswith_test.should_pass_if_actual_ends_with_sequence_according_to_custom_comparison_strategy,0,0,0,0,0,1,0,0,0,0,3,0,16,14,0,1,1,1,1,1,1,2,0
org.assertj.core.internal.bytes.bytes_assertisbetween_test.should_fail_if_start_is_null,0,0,0,0,0,0,0,0,0,0,2,0,18,13,0,1,1,1,1,1,1,2,0
org.assertj.core.internal.dates.dates_assertisafterorequalsto_test.should_pass_if_actual_is_equals_to_given_date,0,0,0,0,0,1,0,0,0,0,2,0.029,14,13,0,1,1,1,1,1,1,2,0
org.assertj.core.error.shouldnotbeequal_create_test.should_create_error_message,0,0,0,0,0,1,0,0,0,1,5,0.08,19,14,0,0,1,1,1,1,1,2,0
org.assertj.core.api.longarray.longarrayassert_containssubsequence_test.should_have_internal_effects,0,0,0,0,0,0,0,0,0,0,1,0.074,20,13,0,1,1,1,1,1,3,3,0
org.assertj.core.api.long_.longassert_isequalto_long_test.should_return_this,0,0,0,0,0,0,0,0,0,1,5,1.738,27,22,0,1,1,1,1,1,2,2,0
org.assertj.core.internal.longs.longs_assertisnotpositive_test.should_fail_since_actual_can_be_positive_according_to_custom_comparison_strategy,0,0,0,0,0,1,0,0,0,0,8,0.01,40,24,0,1,1,1,1,1,1,2,0
org.assertj.core.internal.shortarrays.shortarrays_assertcontains_test.should_throw_error_if_array_of_values_to_look_for_is_null_whatever_custom_comparison_strategy_is,0,0,0,0,0,1,0,0,0,0,8,0.011,18,14,0,0,0,1,1,1,1,2,0
org.assertj.core.util.preconditions_checknotnullorempty_string_string_test.should_throw_nullpointerexception_if_string_is_null,0,0,0,0,0,1,0,0,0,0,2,0.095,5,3,0,0,0,0,0,0,2,2,0
org.assertj.core.internal.shortarrays.shortarrays_assertdoesnotcontain_test.should_fail_if_actual_is_null_whatever_custom_comparison_strategy_is,0,0,0,0,0,1,0,0,0,0,6,0.022,40,24,0,1,1,1,1,1,1,2,0
org.assertj.core.internal.floatarrays.floatarrays_assertdoesnotcontain_test.should_throw_error_if_array_of_values_to_look_for_is_empty,0,0,0,0,0,1,0,0,0,0,10,1.581,33,23,0,0,0,1,1,1,1,3,0
org.assertj.core.api.path.pathassert_isdirectory_test.should_have_internal_effects,0,0,0,0,0,0,0,0,0,0,1,0.085,21,10,0,1,1,1,1,1,1,2,0
org.assertj.core.util.xml.xmlstringprettyformatter_prettyformat_test.should_throw_error_when_xml_string_is_null,0,0,0,0,0,0,0,0,0,1,1,0.007,13,11,0,1,1,1,1,1,2,2,0
org.assertj.core.internal.objectarrays.objectarrays_asserthave_test.should_pass_if_each_element_satisfies_condition,0,0,0,0,0,1,0,0,0,0,5,0.003,35,24,0,1,1,1,1,1,3,2,1
org.assertj.core.internal.iterables.iterables_assertcontainssubsequence_test.should_pass_if_actual_and_subsequence_are_equal_according_to_custom_comparison_strategy,0,0,0,0,0,1,0,0,0,0,4,0.021,21,15,0,1,1,1,1,1,3,3,0
org.assertj.core.internal.shorts.shorts_assertisbetween_test.should_fail_if_actual_is_null,0,0,0,0,0,1,0,0,0,0,6,0.101,40,25,0,1,1,1,1,1,1,2,0
org.assertj.core.api.intarray.intarrayassert_startswith_test.should_have_internal_effects,0,0,0,0,0,0,0,0,0,0,1,0.066,20,13,0,1,1,1,1,1,2,2,0
org.assertj.core.internal.bytes.bytes_assertisnotzero_test.should_succeed_since_actual_is_zero_whatever_custom_comparison_strategy_is,0,0,0,0,0,1,0,0,0,0,11,1.619,41,25,0,0,0,1,1,1,1,3,0
org.assertj.core.internal.intarrays.intarrays_assertdoesnothaveduplicates_test.should_pass_if_actual_does_not_have_duplicates_according_to_custom_comparison_strategy,0,0,0,0,0,1,0,0,0,0,1,0,23,15,0,1,1,1,1,1,2,2,0
org.assertj.core.internal.shorts.shorts_assertlessthanorequalto_test.should_fail_if_actual_is_null_whatever_custom_comparison_strategy_is,0,0,0,0,0,1,0,0,0,0,6,0.002,40,24,0,1,1,1,1,1,1,2,0
org.assertj.core.internal.objects.objects_assertisnotinstanceof_test.should_fail_if_actual_is_null,0,0,0,0,0,1,0,0,0,0,6,0.058,36,24,0,1,1,1,1,1,1,2,0
org.assertj.core.internal.longarrays.longarrays_assertcontainsonlyonce_test.should_fail_if_actual_does_not_contain_given_values_only,0,0,0,0,0,1,0,0,0,0,8,0.019,66,31,0,1,1,1,1,1,3,3,0
org.assertj.core.api.date.dateassert_with_string_based_date_representation_test.should_fail_if_given_date_string_representation_cant_be_parsed_with_default_date_formats,0,0,0,0,0,1,0,0,0,1,6,2.116,50,25,1,1,1,1,1,1,3,4,0
org.assertj.core.internal.bytes.bytes_assertisstrictlybetween_test.should_fail_if_start_is_null,0,0,0,0,0,0,0,0,0,0,3,0.001,18,13,0,1,1,1,1,1,1,2,0
org.assertj.core.api.iterable.iterableassert_containssequence_test.should_return_this,0,0,0,0,0,0,0,0,0,1,3,2.016,23,19,0,1,1,1,1,1,2,2,0
